code,product_name,brands,generic_name,categories_tags,ingredients_text,silver,gpt4omini,gptoss,llama3b,status,enum_choices,your_arbitrage,note,auto_arbitrage,auto_reason
4061458036665,Bio-Spaghetti,"Aldi, Gut Bio, Valdigrano di Flavio Pagani",Bio-Teigwaren aus reinem Bio-Hartweizen,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:pastas,en:cereal-pastas,en:cereal-semolinas,en:noodles,en:durum-wheat-pasta,en:wheat-semolinas,en:durum-wheat-semolinas,en:spaghetti,en:wheats,en:durum-wheat-spaghetti,en:durum-wheats,de:hartweizengrieß-spaghetti,de:hartweizengrieß-nudeln,de:hartweizennudeln,de:pflanzliche-nudeln,de:teigwaren-aus-hartweizengrieß",Hartweizengrieß.,noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",spaghetti,,spaghetti,kw:spaghetti
4061458036672,Bio-Penne Vollkorn,"Gut Bio,BLM",,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:noodles,en:dry-pastas,en:penne,en:whole-wheat-noodles","Hartweizenvollkorngrieẞ.  Kann Spuren von Ei, Senf und Soja enthalten.",noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",penne,,penne,kw:penne
4061458068123,SuppenNudel Faden Nester,Landfreude,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:noodles","Hartweizengrieß, frische Hühnereier (18 %),",noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
4061458073134,Lasagne,"Aldi, Cucina Nobile, Pasta Lensi",Teigwarenplatten aus Hartweizengrieß,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-pastas,en:dry-pastas,en:durum-wheat-pasta,en:lasagna-sheets",Hartweizengrieß 100%,lasagna,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",lasagna,,lasagna,kw:lasagna
4061458151238,Frische Girasoli - Spianata und Friarielli,"Aldi, Gourmet Finest Cuisine, Voltan",,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:meals,en:pasta-dishes,en:pastas,en:stuffed-pastas","Füllung basierend auf scharfer Salami aus Kalabrien und Brokkoli 56 %: scharfe Salami aus Kalabrien 20 % (Schweinefleisch, pikantes Chili-Konzentrat, Salz, Aroma, Gewürze, Traubenzucker, Saccharose, Räucheraromen, Antioxidationsmittel: Ascorbinsäure, Konservierungsstoffe: Natriumnitrit, Kaliumnitrat...",,,,spaghetti,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:filled-pasta-no-class
4061461006433,Pates,CUCINA NOBILE,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-pastas,en:noodles,en:durum-wheat-pasta,de:hartweizennudeln","_Hartweizengrieß_, Spinatpulver (0,3 %), Rote Beete-Pulver (0,3 %), Schwarzkarottenpulver (0,3%), Paprikapulver (0,3 %), Kurkuma (0,3%). Kann Spuren von Soja, Weichtieren, Senf enthalten.",noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
4061461821586,Tasty Noodles - Sesame-Chicken-Taste,Asia Green Garden,"Nudeln mit Sauce, Sesam-Huhn-Geschmack","en:plant-based-foods-and-beverages,en:plant-based-foods,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles","73 % Teigwaren (_Weizenmehl_, Palmfett, Speisesalz, Zucker), Stärke, Zucker, Sojasauce (_Weizen_, _Sojabohnen_, Speisesalz, Maltodextrin), Aromen, Speisesalz, Karotten, Lauch, Karamellzuckersirup, Knoblauch, Hefeextrakt, Zwiebeln, Maltodextrin, Gewürze, Sonnenblumenöl, Schnittlauch, Säuerungsmittel:...",noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
4061462037887,Schwäbische Maultaschen,Bio,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:pastas,en:german-pasta,de:schwäbische-maultaschen","Hartweizengrieẞ, 23 % Schweinefleisch, Trinkwasser, Zwiebeln, Vollei, Spinat, Weizenmehl, Schweinespeck, Meersalz, Weizenstärke, Gewürze (Majoran) Pfeffer, Macis, Ingwer, Kardamom), Petersilie, Hefe, Stabilisator: Natriumcitrate.",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:filled-pasta-no-class
4061462037900,Gemüse-Maultaschen,"Aldi, Bürger, Gut Bio",Maultaschen mit Gemüsefüllung,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:meals,en:vegetable-based-foods-and-beverages,en:pasta-dishes,en:pastas,en:german-pasta,de:maultaschen,de:schwäbische-maultaschen","Gemüse 31% (Karotten 11%, Spinat 7%, Erbsen 5%, Brokkoli 3,5%, Kartoffeln 3,5%, Zwiebeln 1%), Hartweizengrieß, Vollei, Brot (Weizenmehl, Trinkwasser, Speisesalz, Hefe), Trinkwasser, Weizenstärke, Meersalz, Säuerungsmittel (Milchsäure), Gewürze (Pfeffer, Macis, Knoblauch, Curcuma), Maltodextrin, Rohr...",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:filled-pasta-no-class
4066447083842,Fusilli Reis-Mais-Pasta glutenfrei,"DmBio, dm","Bio Teigwaren aus Mais und Reis, glutenfrei","en:plant-based-foods-and-beverages,en:plant-based-foods,en:pastas,en:dry-pastas,af:fusilli","36% Bio Vollkornreis, 33% Bio Gelber Mais, 20% Bio Weißer Mais, 8% Bio Reis, 3% Bio Kartoffelstärke, Wasser.",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",fusilli,,fusilli,kw:fusilli
4066447087178,Kritharaki,"DmBio, dm",Bio Kritharaki-Nudeln,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-pastas,en:noodles,en:durum-wheat-pasta","Bio Hartweizengrieß, Wasser",noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
4066447122640,"Nudeln, Penne, No. 66","DmBio, dm",Bio Teigwaren aus Hartweizengrieß,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-pastas,en:dry-pastas,en:durum-wheat-pasta,en:penne",Bio Hartweizengrieß 100%,penne,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",penne,,penne,kw:penne
4067796002508,Gemüse Tortellini,DmBio,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:meals,en:pasta-dishes,en:pastas,en:stuffed-pastas,en:tortellini,en:vegetables-tortellinis,de:semifrische-teigwaren-mit-gemüsefüllung","HARTWEIZENGRIESS*, Wasser, Paniermehl* (WEIZENMEHL*, Hefe*), Wasser, Kartoffelflocken*, Sonnenblumenöl*, 2,4% Zwiebeln*, 2,1% Karotten*, 1,6% Lauch*, 0,3% SELLERIE*, 0,1% Spinat*, Meersalz, Emulgator: SOJALECITHINE*, Knoblauch*, Bohnenkraut*, Pfeffer*. *aus biologischer Landwirtschaft Kann Spuren vo...",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:filled-pasta-no-class
4075600033921,"Schupfnudeln, Original Schwäbisch",Bürger,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:noodles","44 % Kartoffeln, WEIZENMEHL, 7 % VOLLEI**, Stärke (enthält WEIZEN), Rapsöl, Speisesalz, Gewürze, Glukosesirup, Stabilisator: (Natriumacetate, Natriumcitrate, Ascorbinsäure), Säuerungsmittel: Citronensäure, Gewürzextrakte. Kann Spuren von SOJA enthalten. **Eier aus Bodenhaltung.",noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:potato-dumpling
4075600035161,Eierknöpfle,Bürger,Schwäbische Knöpfle,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:noodles,en:egg-pastas","Mehl (_Weizenmehl_, _Dinkelmehl_), Trinkwasser, 18% _Frischei_, Rapsöl, Speisesalz, Säuerungsmittel: Citronensäure",noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:spaetzle
4075600035178,Eierspätzle,Bürger,Schwäbische Spätzle,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:noodles,en:egg-pastas,en:spatzle","Mehl (_Weizenmehl_, _Dinkelmehl_), Trinkwasser, 18% _Vollei_, Rapsöl, Speisesalz, Säuerungsmittel: Citronensäure.",noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:spaetzle
4075600040813,Pfannen Täschle Kürbis-Karotte,Bürger,Teigwaren mit Kürbis-Karotte Füllung,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas","_Hartweizengriess_, Kartoffeln, Kürbis 10%, _Vollei_, _Speisequark_, Karotten 5%, Zwiebeln, Palmöl, Stärke, Kürbiskerne, Speisesalz, Rapsöl, Gewürze, Stabilisator: (Natriumacetate, Natriumcitrate, Ascorbinsäure), Zitronensaft aus Zitronensaftkonzentrat, Glukosesirup, Gewürzextrakte.",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
4075600055039,Maultaschen traditionell schwäbisch,BÜRGER,Schwäbische Maultaschen,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:meals,en:pasta-dishes,en:pastas,en:german-pasta,de:maultaschen,de:schwäbische-maultaschen","28% Schweinefleisch, Hartweizengrieß, Wasser, Weißbrot (Weizenmehl, Wasser, Speisesalz, Hefe), Spinat, Speck, Vollei, Zwiebeln, Speisesalz, Petersilie, Dextrose, Gewürze, Stabilisator: Natriumcitrate, Gewürzextrakte (Enthält Sellerie), Rapsöl.",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:filled-pasta-no-class
4075600055145,Maultaschen original schwäbisch,Bürger,Schwäbische Maultaschen,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:meals,en:pasta-dishes,en:pastas,en:german-pasta,de:maultaschen,de:schwäbische-maultaschen","_Hartweizengrieß_, Trinkwasser, 14% Schweinefleisch, Weißbrot (_Weizenmehl_, Wasser, Speisesalz, Hefe), Spinat, Zwiebeln, _Vollei_, Speisesalz, Petersilie, Stabilisator: (Natriumacetate, Natiumcitrate, Ascorbinsäure), Dextrose, Gewürze, Gewürzextrakte (mit _Sellerie_), Rapsöl.",,,,spaghetti,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:filled-pasta-no-class
4075600058979,Vegetarische Maultaschen,Bürger,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:meals,en:pasta-dishes,en:pastas,en:noodles,de:maultaschen,de:vegetarische-maultaschen","30% Gemüse (Blattspinat, Karotten, Mangold, Zwiebeln, Paprika, Zucchini), _Hartweizengries_, _Vollei_, 10% Frischkäse Doppelrahmstufe (_Frischkäse_, Verdickungsmittel: (Carrageen, Johannisbrotkernmehl), Speisesalz, Säuerungsmittel: Citronensäure), Weißbrot (_Weizenmehl_, Trinkwasser, Speisesalz, Hef...",noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:filled-pasta-no-class
4075600113487,Schwäbische Eierknöpfle,Bürger,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:pastas,en:noodles,en:german-pasta,en:spatzle,en:swabian-spatzle","Mehl (WEIZENMEHL, DINKELMEHL (eine WEIZENart)), Wasser, 18 % VOLLEI**, Rapsöl, Speisesalz, Säuerungsmittel: Citronensäure. Kann Spuren von SOJA enthalten. **Eier aus Bodenhaltung.",noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
4088600206462,Red Lentil & Beetroot Fusilli,The Foodie Market,Dried gluten free red lentil and beetroot fusilli,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,af:fusilli,en:lentil-pasta","red lentil flour, beetroot powder,",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",fusilli,,fusilli,kw:fusilli
4088600321219,Nduja & Burrata Mezzelune,"Specially Selected, Aldi",,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:meals,en:pasta-dishes,en:pastas,en:stuffed-pastas,en:fresh-pasta,en:pasta-stuffed-with-meat,en:fresh-pasta-stuffed-with-meat,en:cooked-fresh-pasta-stuffed-with-meat","_Wheat_ Flour, Burrata Cheese 14% (_Milk_), Pasteurised Free Range _Egg_ 11% (Ricotta Cheese (_Milk_), Acidity Regulator: Citric Acid, Salt), Durum _Wheat_ Semolina, 'Nduja 5% (Pork, Chilli Peppers, Salt, Antioxidant: Ascorbic Acid, Spice Extracts), Lactose (_Milk_), Sunflower Oil, Semi Skimmed _Mil...",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:filled-pasta-no-class
4099200014982,Spaghetti normal,"Carloni, Cucina Nobile Hofer",,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:noodles,en:spaghetti",Carloni SPAGHETTI ote. Parmesa CAD TEIGWAREN AUSHA WEIZENGRIESS CD ZutateHARTWEIZENGRIESS. KANN UREN VON E UND SOJA ENTHALTEN. Trockend voLicht geschützt lagern. Påtes de emou de blé dur Ingrédiets: semule de BLÉ dur. PEUT CONTENIRES TACES D'EUFS ET DE S Conserver dans un lieu frais et à l'abri d am...,noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",spaghetti,,spaghetti,kw:spaghetti
4104420014237,Spirelli,Alnatura,"Nudeln, 100% Hartweizen","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:noodles",_Hartweizengrieß_,noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",fusilli,,fusilli,kw:fusilli
4104420063181,Spaghetti Pâtes de blé dur 100 % Blé dur,Alnatura,Bio Teigwaren aus teilgemahlenem Hartweizengrieß,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:dry-pastas,en:spaghetti",Hartweizengrieß,spaghetti,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",spaghetti,,spaghetti,kw:spaghetti
4104420207240,Spaghetti 100% blé dur Nudeln,Alnatura,Bio Teigwaren aus Hartweizengrieß,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-pastas,en:dry-pastas,en:durum-wheat-pasta,en:spaghetti,en:durum-wheat-spaghetti",Hartweizengrieß* aus biologischer Landwirtschaft. Kann Spuren von Soja.,spaghetti,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",spaghetti,,spaghetti,kw:spaghetti
4104420208629,Nudeln Spaghetti,Alnatura,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-pastas,en:noodles,en:durum-wheat-pasta,en:spaghetti,en:whole-durum-wheat-pasta,en:durum-wheat-spaghetti,en:whole-durm-wheat-spaghetti,en:whole-wheat-noodles,en:whole-wheat-spaghetti",hartweizen,noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",spaghetti,,spaghetti,kw:spaghetti
4104420209398,Nudeln Vollkorn Farfalle (Bio),Alnatura,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-pastas,en:dry-pastas,en:durum-wheat-pasta,en:whole-durum-wheat-pasta",Vollkorn-Hartweizengrieß,,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",farfalle,,farfalle,kw:farfalle
41408697,Terrine de Campagne à l'Ancienne Dorée au four,Epicurillades,Pâté de campagne,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:meats-and-their-products,en:cereals-and-their-products,en:meats,en:prepared-meats,en:pastas,en:terrines,en:country-terrines","viande de porc 42%, foie de porc,  gras de porc, oignons, farine de blé (gluten), sel, sucre, poivre, épices et plantes aromatiques, arôme naturel, conservateur : nitrite de sodium, colorant : caramel ordinaire",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
4250085779117,Fusilli,Green organics,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:pastas,en:dry-pastas,en:torti",_Hartweizengrieß_,,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",fusilli,,fusilli,kw:fusilli
4250085779315,Penne Rigate,Green organics,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:noodles,en:penne,en:penne-rigate",_Hartweizengrieß_,noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",penne,,penne,kw:penne
4260021374733,Caramelle Tricolore - Steinpliz,Tressini,Frische Teigware mit Steinpilzfüllung,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-pastas,en:durum-wheat-pasta,en:egg-pastas,en:durum-wheat-pasta-with-egg","Teig 41%: (Hart_weizen_grieß, Wasser, Voll_ei_, färbende Lebensmittel: Tomatenpulver 2%, Spinatpulver 2%, Rote-Bete-Pulver 0,2%, Curcumapulver 0,1%); Füllung 58% (Ricotta-Käse (enthält _Milch_), italienischer Hartkäse (enthält _Milch_), Semmelbrösel (_Weizen_mehl, Salz, Hefe), Champignons, Kartoffel...",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:filled-pasta-no-class
4260021378656,Steinpilzagnerotti - Trüffel,Tressini,Frische Teigware (Steinpilzteig) mit Trüffelfüllung,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-pastas,en:durum-wheat-pasta,en:durum-wheat-pasta-with-egg","Teig (56%) (Hart_weizen_grieß, Wasser, Voll_ei_, Steinpilzpulver (1,4%); Füllung (43%) (Ricotta-Käse (enthält _Milch_), Mascarpone-Käse (enthält _Milch_), italienischer Hartkäse enthält _Milch_), Semmelbrösel (_Weizen_mehl, Salz Hefe), Kartoffelflocken, Aroma (enthält _Lactose_) (15), Champignons, j...",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
4260056470110,Hausmacher Eiernudeln,Altmühltaler Teigwaren,"Feinste Hausmacher Eiernudeln, Bandnudeln 7mm, mit Holzwärme getrocknet","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:egg-pastas","_Hartweizegrieß_, _Eier_ 29%, Salz",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",tagliatelle,,tagliatelle,kw:tagliatelle
4260154260026,Nudeln gefüllt mit Räucherlachs & Ricotta (Girasoli al salmone),Marziale,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:meals,en:pasta-dishes,en:pastas,en:stuffed-pastas","Eierteigwaren 60%: Hartweizengriess, Weizenmehl, Hühnereier 15%. Füllung 40%: Ricotta 27% (Molkeneiweißkäse), geräucherter Lachs 4% (Lachs, Speisesalz, Gewürze, Zucker, natürliches Aroma, Buchenholzrauch), Grana Padano DOP 4% (Milch, Speisesalz, tierisches Lab, Konservierungsstoff: Lysozym aus Ei), ...",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:filled-pasta-no-class
4260298110225,Vareniki mi Kartoffel-Pilz-Füllung,"Dovgan, Taschki","Teigtaschen mit Kartoffel-Pilz-Füllung, tiefgefroren","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:meals,en:pasta-dishes,en:pastas,en:stuffed-pastas","50% Füllung (64% Kartoffeln, 18% Champingnons, Zwiebeln, Rapsöl, Salz, Gewürze, Geschmacksverstärker: Mononatriumglutamat), 50% Teigmantel (_Weizenmehl_, Wasser, Salz, _Vollei_, Rapsöl).",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
4260355530393,Walnussnudeln,Manufaktur Gelbe Bürg eG.,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas","Hartweizengrieß, Dinkelvollkorngrieß, fränkisches Walnussmehl (10%)",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
4260651480033,Fettucine,Just Taste,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:specific-products,en:dried-products,en:pastas,en:products-for-specific-diets,en:dried-products-to-be-rehydrated,en:noodles,en:products-without-gluten,en:gluten-free-pasta","85 % Bio _Sojabohnen_, 15 % Bio Kichererbsen",noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
4270000597787,Eiernudeln Wellenspätzle,Thieles leckerEi,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:noodles,en:egg-pastas,en:egg-noodles","Hartweizengrieß, Eier (31%)",noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
4270001624734,Pasta Bolo Vegan,feelfood,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:dried-products,en:meals,en:pasta-dishes,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles,de:instant-mahlzeit,de:pasta-bolognese","Nudeln* (Hartweizengrieß*) (36,3%), Sonnenblumenhack* (Sonnenblumenprotein*) (14,5%), Tomatenpulver* (10,9 %), Haferkleie*, Ka - rottenpulver* (70% Karottensaftkonzentrat*, Maisstärke*), Mandeln* gemahlen, Kokosmehl*, Meersalz, Suppenmischung* (Karotten, Lauch, Sellerieknollen), Pastagewürz* (Zwiebe...",noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
4311501670996,Pasta Pfanne,"Edeka, Gut&Günstig",,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:frozen-foods,en:meals,en:pasta-dishes,en:pastas,en:combination-meals,en:frozen-ready-made-meals","47% Gemüsemischung (Broccoli, Erbsen, Karotten, Zwiebeln), 35% Bandnudeln gegart (Wasser, _Hartweizengrieß_, _Hühnereivolleipulver_), 11% gekochter Bauchspeck flüssiggewürzt, geräuchert (Schweinefleisch, Wasser, Speisesalz, Stabilisator: Diphosphate, Antioxidationsmittel: Ascorbinsäure, Extrakt aus ...",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
4311501737910,Tortellini mit Spinat und Pinienkernen,Edeka,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:meals,en:pasta-dishes,en:pastas,en:noodles,en:stuffed-pastas,en:fresh-pasta,en:tortelloni","67 % Teigwaren (_Hartweizengrieß_, Wasser, _Weizengluten_, Kurkuma, Tomatenpulver), 33 % Füllung (Tofu (_Sojabohnen_, Wasser, Gerinnungsmittel: Magnesiumchlorid), Spinat, _Paniermehl_ (_Weizenmehl_, Speisesalz, Hefe) , Sonnenblumenöl, Gemüsebrühe (Meersalz, _Weizenmehl_, Kartoffelflocken, Sonnenblum...",noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:filled-pasta-no-class
4311596410644,Spaghetti Nudeln,Gut & Günstig,Teigwaren aus Hartweizengrieß,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-pastas,en:noodles,en:durum-wheat-pasta,en:spaghetti,en:durum-wheat-spaghetti",Hartweizengrieẞ,noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",spaghetti,,spaghetti,kw:spaghetti
